지점	카테고리	조닝	브랜드	매장유형	평수	25년 3월 매출	25년 4월 매출	평매출	25년 5월 매출	평매출	25년 6월 매출	평매출	26년 3월 매출	3월 성장률	26년 4월 매출	4월 성장률
야탑점	잡화(특정매입)	핸드백/피혁	아메리칸투어리스트	정상	11.4	48,021,180	52,302,080	152930	33,038,060	96603	40,210,400	117574	40,111,180	-16.5%	49,302,950	-5.7%
야탑점	잡화(특정매입)	제화	소다	정상	10.3	47,307,400	23,352,800	75575	49,162,200	159101	63,411,500	205215	45,615,000	-3.6%	33,225,600	42.3%
야탑점	잡화(특정매입)	제화	미셸BY탠디	정상	12.1	81,364,000	78,289,000	215672	86,598,000	238562	76,810,000	211598	61,947,000	-23.9%	72,683,000	-7.2%
야탑점	잡화(특정매입)	제화	제옥스(제화)	#N/A	#N/A			-		-		-		-	7,257,000	-
야탑점	잡화(특정매입)	제화	금강아울렛	복합	10.9	34,826,640	26,114,800	79862	33,090,400	101194	31,037,100	94915	49,068,120	40.9%	35,018,790	34.1%
야탑점	영캐쥬얼(특정)2001	베이직	로엠(ROEM)	정상	15.0	50,423,840	41,042,590	91206	49,680,940	110402	54,072,490	120161	45,147,800	-10.5%	43,495,450	6.0%
야탑점	영캐쥬얼(특정)2001	베이직	에이비에프지(ABFZ)	정상	10.4			0		0		0	22,760,900	-	19,596,700	-
야탑점	영캐쥬얼(특정)2001	캐릭터	온앤온(ON n ON)	정상	9.9	26,611,640	14,156,360	47454	15,016,600	50338	22,079,500	74014		-100.0%		-100.0%
야탑점	영캐쥬얼(특정)2001	캐릭터	올리브데올리브(OLIVE DES OL	#N/A	9.4	72,924,240	86,200,790	305677	118,214,490	419200	52,122,550	184832	79,392,970	8.9%	77,324,210	-10.3%
야탑점	영캐쥬얼(특정)2001	베이직	클라비스(CLOVIS)	정상	10.2	33,333,150	38,147,420	124665	36,347,290	118782	31,388,410	102577	36,669,400	10.0%	34,759,910	-8.9%
야탑점	영캐쥬얼(특정)2001	스트릿	보브(VOV)	복합	18.9	48,455,020	45,249,270	79805	40,042,020	70621	38,145,200	67275	40,405,433	-16.6%	51,017,230	12.7%
야탑점	영캐쥬얼(특정)2001	베이직	미쏘	정상	83.9	89,539,204	95,451,010	37923	95,434,600	37916	140,400,080	55781	93,804,940	4.8%	105,592,300	10.6%
야탑점	영캐쥬얼(특정)2001	베이직	리스트	정상	10.8	26,907,100	33,443,800	103222	48,397,100	149374	36,799,000	113577	33,958,700	26.2%	30,009,200	-10.3%
야탑점	영캐쥬얼(특정)2001	캐릭터	나이스클랍	복합	17.2	40,896,390	27,822,690	53920	42,471,980	82310	31,084,470	60241	37,250,140	-8.9%	35,791,000	28.6%
야탑점	영캐쥬얼(특정)2001	스트릿	밸리걸	정상	12.3	43,405,900	47,422,300	128516	52,134,600	141286	56,290,700	152549	51,872,600	19.5%	62,904,600	32.6%
야탑점	영캐쥬얼(특정)2001	스트릿	베네통(영캐주얼)	상설	9.1	106,413,300	80,285,006	294084	90,243,992	330564	75,141,498	275244	90,034,860	-15.4%	102,369,710	27.5%
야탑점	영캐쥬얼(특정)2001	캐릭터	숲(SOUP)	정상	10.4	34,895,000	28,438,620	91149	39,216,500	125694	36,906,710	118291	36,504,660	4.6%	31,388,050	10.4%
야탑점	영캐쥬얼(특정)2001	스트릿	시슬리(영캐주얼)	상설	15.2	112,918,710	85,404,740	187291	87,524,950	191941	78,342,840	171804	85,274,970	-24.5%	92,500,800	8.3%
야탑점	영캐쥬얼(특정)2001	캐릭터	씨씨콜렉트	복합	10.6	81,682,186	48,845,090	153601	63,036,194	198227	44,966,280	141403	76,977,930	-5.8%	57,857,420	18.5%
야탑점	영캐쥬얼(특정)2001	캐릭터	주크	복합	15.0	64,378,160	57,772,700	128384	69,038,460	153419	54,598,390	121330	55,454,350	-13.9%	57,248,190	-0.9%
야탑점	영캐쥬얼(특정)2001	베이직	플라스틱아일랜드	정상	14.4	56,165,900	45,362,680	105006	57,007,050	131961	63,013,560	145865	60,577,070	7.9%	50,190,030	10.6%
야탑점	영캐쥬얼(특정)2001	캐릭터	틸버리	정상	15.2	51,496,600	36,350,900	79904	48,744,900	107148	35,943,500	79009	51,513,000	0.0%	46,194,300	27.1%
야탑점	영캐쥬얼(특정)2001	캐릭터	듀엘	복합	23.9	33,663,690	30,019,000	41868	43,121,790	60142	39,010,010	54407	28,739,508	-14.6%	23,903,765	-20.4%
야탑점	영캐쥬얼(특정)2001	캐릭터	JJ지고트	정상	15.5	45,668,560	43,169,120	92837	36,250,980	77959	34,128,460	73395	38,046,440	-16.7%	57,096,090	32.3%
야탑점	영캐쥬얼(특정)2001	캐릭터	라인	정상	15.5	68,288,650	51,653,700	111083	60,009,800	129053	45,123,250	97039	56,619,420	-17.1%	67,185,138	30.1%
야탑점	영캐쥬얼(특정)2001	캐릭터	케네스레이디	정상	16.3	42,158,200	50,067,850	102388	45,053,900	92135	34,689,640	70940	51,038,390	21.1%	51,215,540	2.3%
야탑점	영캐쥬얼(특정)2001	캐릭터	샤틴	정상	12.7	49,121,070	53,047,750	139233	39,156,770	102774	43,199,850	113385	49,093,660	-0.1%	38,248,780	-27.9%
야탑점	영캐쥬얼(특정)2001	캐릭터	잇미샤	상설	15.5	11,049,484	16,058,108	34534	25,293,930	54396	18,548,502	39889	30,105,200	172.5%	23,990,800	49.4%
야탑점	남성의류(특정매입)	신사캐쥬얼	인디안(INDIAN)	정상	8.1	58,203,860	56,516,390	232578	106,054,400	436438	82,185,200	338211	77,226,200	32.7%	72,846,100	28.9%
야탑점	남성의류(특정매입)	신사캐쥬얼	크로커다일(CROCODILE)	복합	9.8	26,431,000	44,238,200	150470	32,003,100	108854	33,424,900	113690	39,445,670	49.2%	47,178,360	6.6%
야탑점	남성의류(특정매입)	신사정장	파크랜드(PARKLAND)	정상	13.2	49,836,000	51,953,100	131195	69,767,600	176181	48,251,700	121848	50,250,700	0.8%	49,552,500	-4.6%
야탑점	남성의류(특정매입)	신사정장	로가디스	정상	14.9	81,379,250	66,479,250	148723	72,142,190	161392	49,093,560	109829	61,784,090	-24.1%	69,585,610	4.7%
야탑점	남성의류(특정매입)	신사정장	브렌우드	정상	15.2	50,829,076	47,054,462	103190	51,108,483	112080	38,059,245	83463	55,001,950	8.2%	55,046,200	17.0%
야탑점	남성의류(특정매입)	신사정장	레노마옴므	복합	9.9	19,034,800	17,092,600	57551	25,331,400	85291	18,890,200	63603	24,770,500	30.1%	26,359,400	54.2%
야탑점	남성의류(특정매입)	신사정장	LF종합관	상설	78.6	197,731,270	199,538,120	84622	162,061,010	68728	142,461,620	60416	186,753,440	-5.6%	225,618,680	13.1%
야탑점	남성의류(특정매입)	신사TD	올젠	정상	9.8	60,160,760	50,492,840	171744	71,924,150	244640	51,622,120	175585	51,567,760	-14.3%	45,536,650	-9.8%
야탑점	남성의류(특정매입)	신사캐쥬얼	지오지아	정상	11.8	32,276,000	25,593,450	72318	42,825,130	121009	27,862,400	78729	45,628,980	41.4%	35,594,650	39.1%
야탑점	남성의류(특정매입)	신사캐쥬얼	킨록2	정상	10.9	11,729,100	11,602,800	35483	12,561,200	38413	10,834,900	33134	16,781,500	43.1%	13,717,100	18.2%
야탑점	남성의류(특정매입)	신사캐쥬얼	피에이티(PAT)	상설	7.9	40,800,000	102,727,700	433450	66,800,000	281857	44,123,700	186176	52,433,900	28.5%	91,204,600	-11.2%
야탑점	남성의류(특정매입)	신사캐쥬얼	바쏘옴므	정상	13.1	18,136,790	14,819,490	37709	19,514,910	49656	12,274,620	31233	23,854,790	31.5%	19,730,870	33.1%
야탑점	남성의류(특정매입)	신사캐쥬얼	앤드지	정상	10.8	15,480,018	18,489,212	56838	17,024,816	52336	11,315,583	34785		-100.0%		-100.0%
야탑점	남성의류(특정매입)	신사캐쥬얼	에디션	정상	8.1	44,086,420	37,069,300	152549	54,938,630	226085	45,337,650	186575	43,681,010	-0.9%	44,927,020	21.2%
야탑점	남성의류(특정매입)	골프	디즈니골프	#N/A	13.1			0		0		0	15,181,100	-	24,231,600	-
야탑점	남성의류(특정매입)	골프	레노마골프	복합	7.9			0	17,144,200	72338	16,880,400	71225	29,438,580	-	22,811,920	-
야탑점	남성의류(특정매입)	골프	제이디엑스(JDX)	복합	8.9			0	47,439,500	177676	23,032,730	86265	45,346,450	-	66,786,950	-
야탑점	남성의류(특정매입)	골프	팬텀	복합	10.2			0	42,700,960	139546	25,867,675	84535	46,345,960	-	40,073,800	-
야탑점	남성의류(특정매입)	골프	루이까스텔	상설	13.0			0	70,776,400	181478	82,037,200	210352	41,096,800	-	57,098,600	-
야탑점	남성의류(특정매입)	골프	벤제프골프	정상	9.5			0	35,547,400	124728	23,768,000	83396	38,587,000	-	34,240,600	-
야탑점	아동의류(특정매입)	유아	아가방	복합	8.7	53,266,550	47,630,890	182494	43,023,570	164841	32,985,240	126380	52,387,900	-1.6%	56,475,340	18.6%
야탑점	아동의류(특정매입)	스포츠키즈	아디다스키즈	정상	8.0	30,537,800	23,959,750	99832	26,730,300	111376	15,732,200	65551	21,527,900	-29.5%	23,644,650	-1.3%
야탑점	아동의류(특정매입)	스포츠키즈	휠라키즈	정상	12.3	34,951,810	24,048,940	65173	24,175,500	65516	17,329,800	46964	32,421,000	-7.2%	29,318,720	21.9%
야탑점	아동의류(특정매입)	토들러	베네통키즈	상설	12.3	49,683,400	45,948,600	124522	39,535,300	107142	24,433,400	66215	43,026,200	-13.4%	51,513,800	12.1%
야탑점	아동의류(특정매입)	주니어	에어워크주니어	정상	6.4	36,554,100	32,615,030	169870	31,802,500	165638	24,093,300	125486	30,048,000	-17.8%	40,449,200	24.0%
야탑점	아동의류(특정매입)	스포츠키즈	뉴발란스키즈	정상	23.6	82,052,600	70,701,840	99861	62,047,450	87638	40,077,810	56607	62,235,520	-24.2%	63,338,480	-10.4%
야탑점	아동의류(특정매입)	스포츠키즈	블랙야크키즈	복합	7.2	12,455,200	11,508,100	53278	11,555,900	53500	11,703,200	54181	17,058,500	37.0%	17,804,300	54.7%
야탑점	아동의류(특정매입)	유아	앙팡스(압소바)	복합	12.3	28,288,380	33,359,520	90405	32,663,120	88518	23,195,320	62860	26,202,040	-7.4%	35,146,840	5.4%
야탑점	아동의류(특정매입)	주니어	폴햄키즈	정상	11.3	36,193,750	30,213,550	89126	25,001,600	73751	17,765,500	52406	27,229,050	-24.8%	24,435,750	-19.1%
야탑점	아동의류(특정매입)	주니어	탑텐키즈	정상	11.6	48,123,920	49,505,390	142257	40,452,585	116243	29,667,572	85252	38,563,600	-19.9%	39,696,490	-19.8%
야탑점	아동의류(특정매입)	스포츠키즈	NBA키즈	정상	9.0	39,203,600	30,487,560	112917	22,587,700	83658	15,798,200	58512	38,812,960	-1.0%	33,043,670	8.4%
야탑점	아동의류(특정매입)	주니어	지프키즈	정상	6.3	12,502,000	12,876,900	68132	16,292,050	86201	8,824,550	46691	21,003,430	68.0%	20,871,638	62.1%
야탑점	아동의류(특정매입)	주니어	스파오키즈	정상	9.7	29,095,700	27,582,100	94784	22,654,540	77851	19,763,340	67915	24,443,500	-16.0%	38,078,900	38.1%
야탑점	아동의류(특정매입)	주니어	행텐틴즈	정상	7.0	54,199,265	50,929,045	242519	52,945,995	252124	32,456,025	154553	51,073,400	-5.8%	54,786,400	7.6%
야탑점	여성의류(특정)NC	여성캐릭터	데코	상설	18.3	38,610,000	27,223,000	49587	20,477,000	37299	18,293,000	33321	30,517,000	-21.0%	35,151,000	29.1%
야탑점	여성의류(특정)NC	여성캐릭터	미니멈	상설	12.9	41,623,450	31,006,350	80120	23,677,500	61182	24,088,000	62243	25,190,300	-39.5%	27,310,392	-11.9%
야탑점	여성의류(특정)NC	여성커리어	쉬즈미스	정상	14.7	90,912,900	89,950,250	203969	111,897,550	253736	80,209,000	181880	59,505,400	-34.5%	64,107,300	-28.7%
야탑점	여성의류(특정)NC	여성커리어	안지크	#N/A	9.8	-199,000		0		0		0	50,170,800	-25311.5%	40,329,500	-
야탑점	여성의류(특정)NC	여성커리어	요하넥스	복합	11.3			0		0		0		-		-
야탑점	여성의류(특정)NC	여성커리어	크레송	복합	10.0	53,873,200	25,582,300	85274	34,559,800	115199	18,309,800	61033	31,512,680	-41.5%	23,084,500	-9.8%
야탑점	여성의류(특정)NC	마담	올리비아로렌	복합	9.8			0	16,295,700	55428	36,091,300	122760	31,223,800	-	22,279,688	-
야탑점	여성의류(특정)NC	여성커리어	더레노마	복합	10.4	60,164,300	48,765,208	156299	66,541,692	213275	41,618,900	133394	55,321,320	-8.0%	58,509,980	20.0%
야탑점	여성의류(특정)NC	여성캐릭터	린	상설	13.9	15,138,300	20,030,550	48035	12,250,250	29377	24,383,600	58474	29,447,000	94.5%	34,699,000	73.2%
야탑점	여성의류(특정)NC	여성캐릭터	모조에스핀	상설	23.8	89,037,420	74,243,600	103983	60,201,951	84316	44,183,500	61882	67,271,432	-24.4%	58,889,300	-20.7%
야탑점	여성의류(특정)NC	여성커리어	미샤(커리어)	상설	30.5	43,498,950	40,557,820	44325	48,452,860	52954	52,192,920	57041	50,052,800	15.1%	37,567,180	-7.4%
야탑점	여성의류(특정)NC	여성커리어	발렌시아	정상	12.0	47,521,800	44,569,400	123804	43,696,400	121379	25,972,000	72144	62,899,600	32.4%	46,354,200	4.0%
야탑점	여성의류(특정)NC	여성커리어	비꼴리끄	복합	9.8	36,572,700	36,914,000	125558	37,190,000	126497	20,145,640	68523	50,066,009	36.9%	40,375,800	9.4%
야탑점	여성의류(특정)NC	여성TD	비씨비지	복합	13.7	109,589,600	93,922,090	228521	27,082,250	65894	38,755,300	94295	63,395,600	-42.2%	104,998,690	11.8%
야탑점	여성의류(특정)NC	여성커리어	아이잗바바	상설	23.2	60,004,880	42,169,290	60470	37,054,000	53135	47,505,360	68122	60,270,380	0.4%	54,693,960	29.7%
야탑점	여성의류(특정)NC	여성캐릭터	지고트	상설	23.7	45,765,360	32,337,960	45398	38,011,350	53362	40,075,310	56260	55,185,460	20.6%	49,024,400	51.6%
야탑점	여성의류(특정)NC	여성커리어	제시뉴욕	상설	15.5	25,920,840	22,169,280	47676	30,690,000	66000	23,088,340	49652	51,133,260	97.3%	35,093,780	58.3%
야탑점	여성의류(특정)NC	여성TD	기비/키이스	#N/A	11.3	25,157,000	12,925,300	38054	10,576,900	31140	6,974,800	20535		-100.0%		-100.0%
야탑점	여성의류(특정)NC	여성커리어	더아이잗	정상	15.7	119,343,340	96,527,070	204941	93,307,110	198104	79,421,440	168623	97,010,920	-18.7%	109,861,920	13.8%
야탑점	여성의류(특정)NC	여성커리어	케이엘	정상	12.6	48,006,200	60,472,100	159979	37,049,350	98014	35,057,650	92745	46,077,200	-4.0%	68,041,250	12.5%
야탑점	여성의류(특정)NC	여성커리어	보니스팍스	복합	15.4	30,039,700	21,099,400	45670	30,694,400	66438	26,354,100	57044	29,496,200	-1.8%	34,490,400	63.5%
야탑점	여성의류(특정)NC	여성캐릭터	더아이잗컬렉션	상설	9.2	40,505,850	34,077,950	123761	30,460,360	110623	31,048,290	112758	50,865,850	25.6%	53,003,410	55.5%
야탑점	스포츠(특정)NC	스포츠	아디다스(ADIDAS)	정상	44.1	62,400,000	261,006,650	197284	53,069,550	40113	36,937,570	27920	73,396,450	17.6%	318,579,000	22.1%
야탑점	스포츠(특정)NC	아웃도어	웨스트우드	정상	9.8	9,353,100	23,579,100	80606	31,465,130	107565	18,708,700	63957	11,905,800	27.3%	16,875,100	-28.4%
야탑점	스포츠(특정)NC	스포츠	푸마(PUMA)	정상	9.2	7,750,900	8,516,000	30855	11,729,500	42498	12,611,000	45692	8,854,900	14.2%	6,419,270	-24.6%
야탑점	스포츠(특정)NC	스포츠	프로스펙스	정상	15.8	53,570,900	56,570,400	119347	60,027,300	126640	54,323,400	114606	27,118,800	-49.4%	34,682,800	-38.7%
야탑점	스포츠(특정)NC	아웃도어	콜핑(KOLPING)	정상	9.8	16,631,000	17,323,000	58922	21,672,000	73714	20,313,000	69092	21,404,000	28.7%	25,414,000	46.7%
야탑점	스포츠(특정)NC	스포츠	뉴발란스	정상	44.7	101,447,960	82,492,340	61516	94,547,600	70505	70,953,280	52911	80,020,250	-21.1%	72,948,540	-11.6%
야탑점	스포츠(특정)NC	아웃도어	컬럼비아	정상	19.7	24,979,270	143,364,500	242580	35,645,700	60314	25,844,300	43730	27,599,790	10.5%	207,232,200	44.5%
야탑점	스포츠(특정)NC	아웃도어	노스페이스(THENORTHFACE)	정상	28.9	54,127,950	32,523,760	37513	60,969,150	70322	37,100,530	42792	40,745,050	-24.7%	52,080,430	60.1%
야탑점	스포츠(특정)NC	스포츠	크록스(CROCS)	정상	9.4	56,743,680	97,857,350	347828	102,239,440	363404	122,277,480	434628	19,685,000	-65.3%	49,692,910	-49.2%
야탑점	스포츠(특정)NC	스포츠	언더아머	복합	21.0	22,604,150	15,560,200	24699	21,631,050	34335	16,540,270	26254	28,716,420	27.0%	43,643,150	180.5%
야탑점	스포츠(특정)NC	골프	레노마골프	복합	7.9	22,305,600	23,647,700	99779	0	0		0		-100.0%		-100.0%
야탑점	스포츠(특정)NC	골프	제이디엑스(JDX)	복합	8.9	47,667,400	27,083,080	101435	0	0		0		-100.0%		-100.0%
야탑점	스포츠(특정)NC	골프	팬텀	복합	10.2	23,716,422	30,617,360	100057	0	0		0		-100.0%		-100.0%
야탑점	스포츠(특정)NC	골프	루이까스텔	상설	13.0	77,109,100	194,915,100	499782	0	0		0		-100.0%		-100.0%
야탑점	스포츠(특정)NC	골프	벤제프골프	정상	9.5	19,091,000	27,254,800	95631	0	0		0		-100.0%		-100.0%
야탑점	스포츠(특정)NC	아웃도어	스노우피크	정상	24.0	17,828,800	21,710,900	30154	27,333,300	37963	21,664,900	30090	60,026,000	236.7%	65,557,100	202.0%
야탑점	스포츠(특정)NC	스포츠	레노마수영복	정상	7.0	19,887,900	16,114,350	76735	14,807,750	70513	19,789,050	94234	15,031,600	-24.4%	14,508,800	-10.0%
야탑점	스포츠(특정)NC	스포츠	휠라(FILA)	정상	30.7	87,717,300	101,456,700	110159	79,478,000	86295	67,318,000	73092	81,371,200	-7.2%	100,503,100	-0.9%
야탑점	스포츠(특정)NC	스포츠	스케쳐스	정상	24.5	84,824,770	91,064,660	123897	105,247,990	143195	76,898,620	104624	71,445,430	-15.8%	86,707,890	-4.8%
야탑점	스포츠(특정)NC	스포츠	데상트	정상	28.1	45,484,090	46,117,110	54706	60,811,210	72137	43,115,160	51145	66,315,580	45.8%	69,383,420	50.5%
야탑점	스포츠(특정)NC	애슬레져	제인코트&티막	정상	11.2			0		0		0	14,202,600	-	13,283,800	-
야탑점	스포츠(특정)NC	아웃도어	밀레(MILLET)	정상	19.8	16,010,760	16,445,770	27690	17,739,680	29869	17,266,780	29073	14,467,900	-9.6%	22,374,640	36.1%
야탑점	스포츠(특정)NC	아웃도어	블랙야크	정상	22.0	49,375,940	43,441,800	65821	49,316,860	74723	41,111,970	62291	38,850,600	-21.3%	47,897,840	10.3%
야탑점	스포츠(특정)NC	아웃도어	아이더(EIDER)	정상	28.2	42,237,900	29,703,800	35074	42,248,900	49887	29,532,400	34872	43,617,600	3.3%	44,537,900	49.9%
야탑점	스포츠(특정)NC	아웃도어	케이투(K2)	정상	25.1	29,148,900	75,885,700	100778	53,440,400	70970	59,497,100	79013	45,412,200	55.8%	60,050,400	-20.9%
야탑점	스포츠(특정)NC	아웃도어	네파	정상	20.9	42,027,180	48,300,700	77035	44,259,830	70590	27,831,070	44388	52,422,100	24.7%	90,334,200	87.0%
야탑점	스포츠(특정)NC	아웃도어	디스커버리	정상	24.1	82,079,800	64,357,800	89015	75,434,000	104335	52,139,200	72115	83,619,400	1.9%	72,913,900	13.3%
야탑점	스포츠(특정)NC	아웃도어	내셔널지오그래픽	정상	21.8			0		0	16,857,200	25776	42,206,100	-	46,259,900	-
인천점	캐쥬얼(특정매입)	진	리바이스	복합	14.5	27,579,200	26,008,180	59789	20,357,700	46799	16,156,330	37141	27,732,350	0.6%	30,984,450	19.1%
인천점	캐쥬얼(특정매입)	이지	후아유	정상	29.2	19,774,100	16,384,240	18703	23,202,770	26487	19,915,660	22735	27,973,690	41.5%	47,366,840	189.1%
인천점	캐쥬얼(특정매입)	이지	폴햄	정상	40.6	137,132,200	133,356,800	109488	133,754,098	109815	117,656,308	96598	162,811,800	18.7%	111,159,650	-16.6%
인천점	캐쥬얼(특정매입)	이지	마인드브릿지	정상	14.9	50,446,290	47,301,890	105821	51,970,130	116264	42,507,150	95094	47,015,660	-6.8%	47,304,620	0.0%
인천점	캐쥬얼(특정매입)	이지	프로젝트M	정상	17.8	36,161,200	50,434,600	94447	59,417,550	111269	58,695,900	109917	31,433,600	-13.1%	47,528,200	-5.8%
인천점	캐쥬얼(특정매입)	스트릿	멤버헐리데이	정상	9.7	19,243,600	12,648,720	43466	18,168,790	62436	12,419,950	42680	17,176,180	-10.7%	22,889,410	81.0%
인천점	캐쥬얼(특정매입)	스트릿	JEEP	상설	11.5	37,776,470	30,679,120	88925	29,590,210	85769	21,710,060	62928	31,414,245	-16.8%	29,964,435	-2.3%
인천점	캐쥬얼(특정매입)	스트릿	NBA	상설	13.2	22,221,700	24,316,500	61405	24,692,200	62354	23,432,500	59173	23,563,440	6.0%	29,051,070	19.5%
인천점	캐쥬얼(특정매입)	스트릿	더블에이트	정상	9.8	43,375,800	34,235,700	116448	46,352,200	157661	33,794,000	114946	39,337,600	-9.3%	34,160,800	-0.2%
인천점	캐쥬얼(특정매입)	진	게스(GUESS)(진)	상설	23.0	107,685,800	100,851,100	146161	90,212,600	130743	78,455,400	113703	84,419,100	-21.6%	168,498,400	67.1%
