지점	카테고리	조닝	브랜드	매장유형	평수	25년 1월 매출	25년 2월 매출	25년 3월 매출	25년 4월 매출	평매출	25년 5월 매출	평매출	25년 6월 매출	평매출	25년 7월 매출	25년 8월 매출	25년 9월 매출	25년 10월 매출	25년 11월 매출	25년 12월 매출	26년 1월 매출	26년 2월 매출	26년 3월 매출	3월 성장률	26년 4월 매출	4월 성장률	26년 5월 매출
불광점	잡화(특정매입)	제화	무크(MOOK)	정상	10.0	14,878,880	15,674,920	21,418,710	30,816,145	102,720	40,554,530	135,182	26,872,560	89,575	35,281,600	26,743,615	18,825,640	23,618,845	27,073,920	45,636,360	26,909,000	20,827,400	41,825,640	95.28%	24,267,640	-21.25%	34,587,130
불광점	잡화(특정매입)	제화	에스콰이아(ESQUIRE)	정상	8.4	10,847,780	12,340,380	20,905,800	14,649,420	58,133	30,282,680	120,169	20,713,980	82,198	39,001,840	19,864,520	38,169,460	35,612,060	26,616,190	18,435,680	20,342,010	9,267,600	29,467,600	40.95%	25,475,500	73.90%	34,523,000
불광점	잡화(특정매입)	제화	엘칸토(ELCANTO )	정상	9.1	53,037,800	78,981,600	105,961,700	93,911,200	343,997	99,399,900	364,102	86,481,600	316,782	88,305,700	74,794,800	102,306,500	77,003,100	109,447,100	88,780,600	76,411,800	72,210,200	122,047,600	15.18%	147,661,000	57.23%	132,001,000
불광점	잡화(특정매입)	핸드백/피혁	키플링(KIPLING)	복합	7.9	18,349,800	20,015,400	25,963,200	37,738,400	159,234	35,401,400	149,373	32,436,000	136,861	26,813,600	24,175,000	29,766,000	29,472,000	30,023,100	22,210,800	19,287,600	18,813,800	29,416,600	13.30%	37,356,200	-1.01%	37,481,800
불광점	잡화(특정매입)	제화	허쉬파피(HUSHPUPPIES)	데이터 부재	#N/A					-		-		-									6,647,100	-	17,719,900	-	35,645,007
불광점	잡화(특정매입)	핸드백/피혁	엘레강스(핸드백)	정상	8.7	11,561,300	22,194,200	20,762,290	22,214,600	85,113	30,192,000	115,678	20,182,100	77,326	22,007,000	22,243,700	23,081,900	23,360,200	28,824,000	18,000,000	19,109,300	16,532,000	23,614,008	13.74%	25,014,000	12.60%	29,389,000
불광점	잡화(특정매입)	핸드백/피혁	아메리칸투어리스트	정상	8.7	26,276,390	24,784,370	27,202,700	27,946,400	107,074	25,724,400	98,561	26,683,670	102,236	36,557,000	28,685,000	53,681,770	33,695,130	29,991,400	27,778,000	35,239,000	18,168,900	23,812,900	-12.46%	20,296,600	-27.37%	28,618,600
불광점	잡화(특정매입)	제화	소다	정상	20.0	12,869,900	9,230,000	13,979,000	14,419,600	24,033	14,571,000	24,285	13,386,800	22,311	16,828,200	16,280,400	11,347,700	16,746,800	22,953,800	17,765,000	14,908,600	13,772,700	9,412,200	-32.67%		-100.00%	
불광점	잡화(특정매입)	제화	미셸BY탠디	정상	10.3	59,390,000	44,273,000	70,184,000	72,891,000	235,893	89,373,000	289,233	57,108,000	184,816	81,389,000	64,206,000	65,202,000	78,485,000	84,196,000	85,740,000	58,863,000	56,681,000	69,095,000	-1.55%	82,639,000	13.37%	79,025,000
불광점	잡화(특정매입)	제화	금강아울렛	상설	7.9	42,485,520	37,296,260	67,865,180	40,221,820	169,712	41,999,200	177,212	62,307,500	262,901	32,992,640	33,221,660	39,940,920	74,077,560	74,660,900	54,416,000	36,082,500	40,571,500	45,949,700	-32.29%	49,826,290	23.88%	38,438,600
불광점	영캐쥬얼(특정)2001	베이직	로엠(ROEM)	정상	25.5	24,077,080	22,962,080	45,459,140	22,217,020	29,042	82,254,190	107,522	41,673,990	54,476	23,158,880	28,658,730	37,567,280	46,213,420	47,531,860	29,498,380	31,046,930	43,335,530	33,025,930	-27.35%	34,189,570	53.89%	41,029,360
불광점	영캐쥬얼(특정)2001	베이직	에이비에프지(ABFZ)	정상	13.6	5,698,100	5,414,200	9,365,200	11,775,500	28,945	8,582,100	21,096	5,138,300	12,630	3,598,600	2,752,900	9,487,300	21,007,400	15,015,600	11,693,800	6,383,400	4,018,900	14,182,200	51.44%	14,099,500	19.74%	13,880,800
불광점	영캐쥬얼(특정)2001	베이직	클라비스(CLOVIS)	정상	27.8	23,691,650	29,604,150	46,334,170	47,835,330	57,357	57,243,420	68,637	42,841,470	51,369	34,130,530	39,850,030	52,490,350	54,611,320	66,740,630	39,456,510	36,509,800	34,549,990	73,623,970	58.90%	54,394,670	13.71%	57,581,700
불광점	영캐쥬얼(특정)2001	베이직	미쏘	정상	108.0	20,071,580	22,111,015	35,022,590	35,516,720	10,962	35,322,240	10,902	40,156,170	12,394	34,252,530	25,549,190	25,732,600	40,455,280	35,673,030	33,938,008	25,359,690	26,493,830	31,389,170	-10.37%	27,010,050	-23.95%	42,550,280
불광점	영캐쥬얼(특정)2001	베이직	리스트	복합	33.7	49,037,800	21,881,100	53,477,000	51,207,500	50,650	49,222,900	48,687	35,841,600	35,452	22,873,700	17,743,000	28,006,500	55,014,700	51,373,900	41,619,300	41,599,000	38,732,900	54,397,600	1.72%	47,520,600	-7.20%	34,420,600
불광점	영캐쥬얼(특정)2001	스트릿	밸리걸	정상	13.2					0		0		0					22,003,000	21,016,100	15,040,000	15,371,000	21,468,200	-	24,603,600	-	28,432,800
불광점	영캐쥬얼(특정)2001	스트릿	베네통(영캐주얼)	상설	15.7	50,092,080	57,679,560	70,946,320	78,270,720	166,180	87,210,620	185,161	63,445,440	134,704	54,390,720	51,078,040	52,963,660	80,840,650	72,773,100	67,463,880	62,799,300	52,875,460	71,122,500	0.25%	60,223,800	-23.06%	76,914,680
불광점	영캐쥬얼(특정)2001	베이직	비지트인뉴욕	정상	10.4	17,877,400	17,695,500	21,506,400	19,418,800	62,240	13,513,800	43,313	14,728,100	47,205	13,150,800	8,396,600	13,027,700	24,407,800	43,191,000	35,134,600	21,909,900	22,067,400	30,326,900	41.01%	36,080,200	85.80%	25,649,000
불광점	영캐쥬얼(특정)2001	캐릭터	숲(SOUP)	정상	14.2	14,912,400	15,290,850	18,074,850	23,018,580	54,034	26,537,880	62,295	15,051,860	35,333	11,838,580	9,813,300	10,625,400	23,210,690	19,236,360	13,544,450	14,918,000	18,169,210	30,034,730	66.17%	20,102,520	-12.67%	21,802,440
불광점	영캐쥬얼(특정)2001	베이직	씨(SI)	복합	15.7	4,826,300	4,056,700	7,746,720	13,353,540	28,351	11,318,230	24,030	10,006,950	21,246	12,005,600	8,278,340	6,599,360	9,817,240	12,017,200	8,485,810	4,049,040	7,054,570	11,603,450	49.79%	36,032,060	169.83%	37,411,500
불광점	영캐쥬얼(특정)2001	스트릿	오픈클로젯	정상	13.2	13,522,000	14,948,950	27,966,000	24,027,500	60,676	25,673,400	64,832	28,994,400	73,218	29,421,500	20,474,900	20,813,300	39,730,100	26,590,300	18,043,500	13,083,800	19,837,190	27,602,700	-1.30%	22,104,900	-8.00%	38,157,700
불광점	영캐쥬얼(특정)2001	베이직	플라스틱아일랜드	상설	13.5	15,031,220	10,062,490	13,256,170	17,300,830	42,866	22,443,710	55,608	25,068,910	62,112	27,289,670	13,041,890	12,651,270	30,320,450	40,581,770	26,160,000	21,186,600	19,050,100	28,004,400	111.26%	40,171,470	132.19%	28,482,900
불광점	영캐쥬얼(특정)2001	스트릿	헤이린뉴욕	정상	9.7	10,998,300	6,722,900	21,089,300	14,314,800	49,192	17,671,200	60,726	20,494,200	70,427	19,583,700	29,076,000	12,302,400	19,729,300	18,266,800	12,360,100	11,248,000	18,246,600	14,376,800	-31.83%	23,024,000	60.84%	29,323,400
불광점	영캐쥬얼(특정)2001	스트릿	에잇컨셉	정상	10.3					0		0		0			14,316,300	16,375,600	11,385,700	8,675,000	8,151,700	6,985,200	12,497,200	-	14,622,000	-	18,064,400
불광점	영캐쥬얼(특정)2001	스트릿	반에이크	데이터 부재	10.2	4,417,090	5,231,410	3,657,900	3,188,100	10,374	2,433,600	7,919	1,590,000	5,174	317,200									-100.00%		-100.00%	
불광점	영캐쥬얼(특정)2001	스트릿	리안뉴욕	복합	12.4	12,523,580	12,236,280	16,638,030	19,412,560	52,184	20,055,820	53,913	14,084,660	37,862	12,638,980	9,206,260	12,257,720	18,848,200	23,111,580	16,445,900	6,423,820	16,016,420	16,385,960	-1.52%	19,108,100	-1.57%	24,043,020
불광점	영캐쥬얼(특정)2001	캐릭터	라인	정상	15.7	23,845,300	24,568,300	23,092,250	27,958,900	59,361	23,405,100	49,692	19,126,650	40,609	18,921,240	13,806,230	17,426,980	26,989,990	36,512,820	34,177,980	25,493,690	23,377,080	27,031,210	17.06%	22,350,020	-20.06%	24,732,540
불광점	영캐쥬얼(특정)2001	캐릭터	케네스레이디	정상	11.1	20,115,700	24,120,600	30,009,800	30,352,050	91,147	30,737,750	92,306	27,960,350	83,965	16,764,760	21,651,050	23,408,870	32,363,710	36,704,950	27,913,490	28,787,410	15,501,350	23,639,190	-21.23%	31,974,545	5.35%	27,456,490
불광점	영캐쥬얼(특정)2001	캐릭터	샤틴	정상	12.4	17,975,920	20,043,820	28,376,036	28,566,760	76,792	30,135,330	81,009	27,068,392	72,764	23,150,738	21,257,970	19,272,180	27,115,800	30,096,400	51,193,500	42,250,140	30,190,810	35,114,020	23.75%	30,222,760	5.80%	35,564,280
불광점	남성의류(특정매입)	신사캐쥬얼	크로커다일(CROCODILE)	데이터 부재	10.1	23,606,700	19,699,700	27,965,600	36,695,600	121,108	35,051,600	115,682	30,262,900	99,878	22,999,800	10,041,100	23,880,700	35,539,100	42,670,900	30,319,600	28,830,400	24,270,100	45,365,700	62.22%	43,571,720	18.74%	42,650,700
불광점	남성의류(특정매입)	신사정장	파크랜드(PARKLAND)	데이터 부재	16.4	27,004,700	24,599,800	44,736,400	50,340,400	102,318	47,157,800	95,849	46,938,500	95,403	30,711,100	31,548,000	31,569,400	44,565,800	82,612,000	42,576,700	29,647,100	23,399,400	38,049,300	-14.95%	60,956,900	21.09%	55,852,100
불광점	남성의류(특정매입)	신사캐쥬얼	파렌하이트	데이터 부재	26.7	75,881,050	69,403,050	87,227,750	70,336,380	87,811	73,055,670	91,206	50,478,410	63,019	44,580,400	45,619,400	47,965,340	68,252,950	103,599,400	84,354,600	73,703,570	47,608,100	48,835,980	-44.01%	49,610,940	-29.47%	60,681,100
불광점	남성의류(특정매입)	신사정장	트루젠(TRUGEN)	정상	16.7	23,064,180	16,239,120	21,413,840	23,124,580	46,157	26,945,340	53,783	25,019,440	49,939	21,265,200	18,870,440	18,217,990	26,487,720	40,021,500	35,681,330	28,012,200	22,541,250	34,033,330	58.93%	30,294,800	31.01%	36,045,300
불광점	남성의류(특정매입)	신사정장	로가디스	정상	23.4	64,391,970	42,546,310	50,197,385	64,327,600	91,635	54,789,230	78,047	41,094,420	58,539	37,302,190	29,306,060	36,163,140	52,197,390	74,110,630	43,416,590	67,210,830	48,026,130	52,535,030	4.66%	55,671,450	-13.46%	60,194,790
불광점	남성의류(특정매입)	신사정장	브렌우드	정상	23.4	64,022,147	47,935,015	85,220,565	92,580,679	131,881	78,027,141	111,150	58,280,331	83,020	55,096,067	43,790,300	47,638,840	58,418,400	97,195,670	77,380,900	73,190,580	43,773,820	69,781,430	-18.12%	62,251,490	-32.76%	66,090,190
불광점	남성의류(특정매입)	신사정장	트레몰로	정상	28.1	25,660,500	23,945,100	32,257,000	40,426,000	47,955	43,128,800	51,161	40,598,200	48,159	18,740,300	25,303,600	26,489,900	56,850,400	60,681,900	49,415,500	27,854,700	28,194,000	41,555,100	28.83%	40,249,400	-0.44%	40,482,200
불광점	남성의류(특정매입)	신사정장	레노마옴므	정상	14.8	38,724,000	26,090,780	32,162,400	35,768,100	80,559	37,808,600	85,155	33,209,800	74,797	23,047,000	16,741,000	17,282,000	29,255,900	30,177,900	33,140,000	26,127,000	21,829,200	24,761,500	-23.01%	25,984,500	-27.35%	31,686,200
불광점	남성의류(특정매입)	신사정장	LF종합관	상설	128.8	123,693,560	124,026,190	161,406,920	142,640,490	36,915	160,124,440	41,440	127,831,520	33,083	97,963,020	79,827,950	108,123,300	194,049,130	190,806,840	190,428,900	132,169,640	132,197,510	169,429,490	4.97%	162,935,870	14.23%	185,216,600
불광점	남성의류(특정매입)	신사TD	올젠	정상	16.1	15,726,340	8,423,260	32,861,990	27,198,330	56,182	27,543,020	56,894	19,577,660	40,440	13,217,440	14,346,190	14,720,710	30,544,200	33,633,500	21,973,788	18,065,760	15,391,740	34,403,640	4.69%	44,773,180	64.62%	33,643,570
불광점	남성의류(특정매입)	신사캐쥬얼	지오지아	정상	22.2	34,187,000	26,511,300	23,303,300	29,634,930	44,497	18,087,310	27,158	19,694,900	29,572	21,270,480	13,348,600	14,712,130	17,127,310	21,265,870	20,825,380	15,547,700	10,626,240	31,274,200	34.21%	32,246,460	8.81%	40,498,600
불광점	남성의류(특정매입)	신사캐쥬얼	피에르가르뎅(신사캐주얼)	데이터 부재	10.1	22,456,100	18,749,800	25,491,400	34,136,800	112,663	25,994,100	85,789	40,034,900	132,128	25,799,300	12,083,800	20,085,300	35,660,900	49,642,000	20,783,800	24,952,500	18,813,800	41,361,600	62.26%	32,986,200	-3.37%	25,850,200
불광점	남성의류(특정매입)	신사캐쥬얼	피에이티(PAT)	데이터 부재	16.5				11,266,700	22,761	35,355,400	71,425	56,011,700	113,155	36,759,600	31,137,000	37,892,900	38,188,400	88,727,000	39,476,108	43,711,600	21,663,000	45,026,200	-	42,872,000	280.52%	44,905,200
불광점	남성의류(특정매입)	신사캐쥬얼	앤드지	데이터 부재	21.7	4,439,500	4,285,150	5,001,840	4,754,289	7,307	4,402,410	6,766	1,954,700	3,004	1,281,400	654,500								-100.00%		-100.00%	
불광점	남성의류(특정매입)	신사캐쥬얼	에디션	정상	10.7	7,808,700	5,975,900	14,985,320	13,060,340	40,626	17,255,950	53,677	10,342,920	32,173	5,439,600	1,767,300	4,190,580	11,125,330	12,436,100	8,589,610	5,909,600	3,920,670	10,819,430	-27.80%	14,149,210	8.34%	9,106,180
불광점	남성의류(특정매입)	골프	디즈니골프	정상	10.1				14,142,400	46,675	16,356,000	53,980	15,574,000	51,399	15,217,000	14,113,600	15,187,200	29,153,600	23,001,200	15,079,800	12,072,200	10,123,000	27,639,200	-	33,291,800	135.40%	28,584,800
불광점	남성의류(특정매입)	골프	레노마골프	정상	10.6					0		0		0					20,903,900	19,113,200	14,343,700	8,885,300	12,548,900	-	19,201,790	-	20,467,900
불광점	남성의류(특정매입)	골프	제이디엑스(JDX)	정상	12.9				18,672,600	48,250	18,072,600	46,699	16,318,900	42,168	14,887,960	15,197,120	14,271,180	30,220,840	30,735,460	26,730,800	18,305,140	21,175,700	31,399,060	-	35,152,510	88.26%	32,085,600
불광점	남성의류(특정매입)	골프	팬텀	정상	11.9				19,548,050	54,756	44,080,251	123,474	32,019,510	89,691	22,119,760	16,039,120	22,302,720	43,485,480	40,271,470	31,308,460	21,002,320	19,375,210	32,767,890	-	46,298,440	136.84%	48,150,930
불광점	남성의류(특정매입)	골프	루이까스텔	상설	14.3				3,659,500	8,521	183,651,100	427,628	75,306,400	175,349	60,718,200	43,658,200	48,078,600	231,946,000	103,732,600	86,522,400	53,953,900	33,167,100	123,480,650	-	90,931,150	2384.80%	186,587,600
불광점	아동의류(특정매입)	유아	아가방	복합	21.2	27,296,100	21,956,001	33,318,850	66,521,560	104,786	34,598,600	54,500	23,612,550	37,195	21,693,520	22,025,240	71,655,350	49,513,210	40,240,800	42,728,960	34,470,680	35,279,980	37,132,400	11.45%	71,368,598	7.29%	39,481,100
불광점	아동의류(특정매입)	스포츠키즈	아디다스키즈	데이터 부재	14.8	5,197,000	5,909,000	17,738,200	13,421,300	30,188	14,213,900	31,971	9,540,000	21,458	6,787,000	6,368,000								-100.00%		-100.00%	
불광점	아동의류(특정매입)	스포츠키즈	휠라키즈	정상	14.9	14,805,100	23,077,500	25,132,400	19,193,100	42,938	19,144,090	42,828	19,369,280	43,332	11,686,370	8,080,500	20,796,800	27,471,430	24,203,610	23,162,400	15,675,880	24,706,670	23,828,020	-5.19%	17,448,200	-9.09%	19,658,620
불광점	아동의류(특정매입)	토들러	베네통키즈	상설	9.7	24,961,700	20,723,600	55,988,900	53,260,700	183,026	33,788,800	116,113	22,553,700	77,504	18,282,100	14,636,108	51,684,050	51,415,108	45,140,750	26,367,100	20,546,700	35,781,200	46,094,008	-17.67%	50,384,916	-5.40%	32,490,008
불광점	아동의류(특정매입)	주니어	리바이스키즈	정상	8.2	8,284,775	8,221,415	20,100,985	17,432,210	70,863	13,716,645	55,759	11,409,660	46,381	8,867,920	5,522,770	11,718,820	22,349,585	19,222,920	16,643,050	6,528,700	10,311,260	17,269,690	-14.09%	20,109,480	15.36%	14,003,090
불광점	아동의류(특정매입)	스포츠키즈	뉴발란스키즈	정상	16.6	24,096,800	25,392,700	38,978,500	35,622,200	71,531	26,159,660	52,529	23,932,010	48,056	12,661,060	12,273,070	20,318,170	32,645,970	28,724,200	29,007,600	19,223,660	29,304,200	28,743,150	-26.26%	30,829,420	-13.45%	30,459,840
불광점	아동의류(특정매입)	스포츠키즈	블랙야크키즈	복합	10.9	35,171,000	25,701,300	33,633,200	31,777,000	97,177	24,981,000	76,394	19,531,400	59,729	12,731,400	11,654,700	24,219,900	61,420,000	66,270,100	61,222,400	27,558,100	25,005,670	24,525,700	-27.08%	31,021,000	-2.38%	20,854,800
불광점	아동의류(특정매입)	유아	앙팡스(압소바)	정상	14.9	21,114,650	15,560,013	21,683,000	55,479,008	124,114	25,458,300	56,954	13,586,800	30,396	11,796,580	19,111,860	53,453,050	34,526,600	22,505,200	26,787,250	14,595,400	24,708,500	19,561,860	-9.78%	58,913,790	6.19%	20,878,120
불광점	아동의류(특정매입)	주니어	폴햄키즈	정상	17.7	5,015,500	5,508,050	16,559,500	19,266,300	36,231	15,473,000	29,098	10,097,600	18,989	7,651,900	5,247,400	9,780,800	17,644,380	16,273,440	13,446,210	8,161,960	14,020,260	22,021,200	32.98%	20,747,850	7.69%	17,669,400
불광점	아동의류(특정매입)	주니어	탑텐키즈	정상	15.3	12,359,725	14,879,260	30,464,880	35,617,140	77,597	29,575,505	64,435	21,990,356	47,909	15,406,183	10,621,990	24,335,890	59,665,590	38,909,500	26,437,900	16,576,500	19,636,550	40,223,370	32.03%	61,761,650	73.40%	53,032,900
불광점	아동의류(특정매입)	스포츠키즈	NBA키즈	정상	14.6	16,259,750	17,052,190	43,477,900	30,248,400	69,060	23,904,900	54,577	15,216,000	34,740	10,004,200	7,087,900	20,260,900	40,233,400	40,282,780	24,524,220	14,713,870	22,055,620	28,566,470	-34.30%	22,475,300	-25.70%	16,336,510
불광점	아동의류(특정매입)	주니어	스파오키즈	정상	25.2				8,788,100	11,607	24,051,600	31,767	14,939,400	19,732	10,066,100	12,161,400	17,634,800	29,405,700	22,731,300	19,491,100	10,173,480	15,005,200	16,056,700	-	18,412,600	109.52%	18,840,500
불광점	아동의류(특정매입)	유아	모이몰른	정상	13.5	13,891,440	8,495,610	14,815,400	33,928,200	83,773	18,488,500	45,651	13,258,700	32,738	11,089,470	8,117,280	32,772,880	20,240,730	23,019,940	19,330,250	10,971,800	13,215,480	24,429,620	64.89%	33,812,060	-0.34%	19,196,720
불광점	아동의류(특정매입)	주니어	행텐틴즈	정상	15.1	9,251,130	8,571,200	25,775,470	37,246,690	82,016	36,802,700	81,038	20,934,050	46,096	11,562,530	8,743,840	25,915,300	54,702,630	36,426,800	22,125,740	12,304,500	20,269,600	36,603,370	42.01%	44,211,000	18.70%	38,011,400
불광점	여성의류(특정)NC	여성캐릭터	데코	상설	15.1	18,039,000	24,207,000	30,013,000	30,366,000	67,033	23,028,000	50,834	20,020,000	44,194	11,111,000	3,308,000	38,592,000	28,232,000	37,317,000	23,986,000	18,242,000	12,305,000	38,249,000	27.44%	26,355,000	-13.21%	26,049,000
불광점	여성의류(특정)NC	여성캐릭터	미니멈	상설	16.2	11,048,300	11,409,300	10,063,300	10,049,900	20,679	10,066,700	20,713	9,056,400	18,635	6,092,200	2,500,400	14,184,900	15,600,600	20,393,800	18,104,200	11,213,600	5,609,200	10,564,000	4.98%	13,038,700	29.74%	7,659,000
불광점	여성의류(특정)NC	여성커리어	쉬즈미스	복합	10.0	25,858,300	36,378,100	45,036,600	50,009,900	166,700	47,489,700	158,299	62,280,050	207,600	32,331,200	22,057,800	51,502,600	64,550,800	76,853,300	60,571,600	51,003,500	33,650,600	60,088,000	33.42%	54,114,200	8.21%	61,604,800
불광점	여성의류(특정)NC	여성커리어	요하넥스	정상	10.0	26,327,200	27,102,300	30,521,900	30,129,100	100,430	33,476,000	111,587	26,267,700	87,559	21,376,000	26,848,100	25,041,100	39,494,600	50,000,500	34,608,800	26,695,000	24,669,000	31,078,300	1.82%	36,130,100	19.92%	35,043,900
불광점	여성의류(특정)NC	여성커리어	베스띠벨리	정상	9.6			12,202,460	12,896,780	44,780	25,908,130	89,959	20,450,500	71,009	27,159,555	19,599,529	15,411,666	22,520,315	31,193,990	24,371,700	26,167,935	28,304,898	17,005,436	39.36%	22,306,930	72.97%	25,526,210
불광점	여성의류(특정)NC	여성커리어	더레노마	정상	11.3	16,055,600	20,188,500	40,888,500	27,688,300	81,850	24,051,200	71,098	20,023,600	59,192	21,117,000	16,522,600	20,837,100	41,993,900	32,274,100	20,598,500	15,197,600	19,407,500	38,035,200	-6.98%	30,005,200	8.37%	27,710,100
불광점	여성의류(특정)NC	여성캐릭터	린	상설	10.6	40,023,950	33,410,980	47,136,870	40,762,600	128,184	43,413,800	136,521	34,296,600	107,851	27,009,450	24,360,750	33,662,500	50,058,620	60,174,390	51,011,350	52,022,000	40,470,350	47,500,450	0.77%	54,303,050	33.22%	36,573,800
불광점	여성의류(특정)NC	여성커리어	발렌시아	정상	12.6	36,415,000	31,524,200	50,723,000	47,213,000	124,902	40,756,800	107,822	37,014,000	97,921	32,850,800	21,005,600	37,528,200	45,551,200	63,250,600	68,146,200	53,527,800	36,026,000	61,186,600	20.63%	55,387,400	17.31%	60,630,200
불광점	여성의류(특정)NC	여성커리어	비꼴리끄	상설	8.6	20,071,000	24,393,000	36,066,000	36,342,000	140,860	33,713,000	130,671	47,865,000	185,523	34,077,100	45,290,000	35,314,000	36,403,000	40,108,000	35,865,800	36,011,000	30,072,000	40,124,000	11.25%	47,020,900	29.38%	40,093,700
불광점	여성의류(특정)NC	여성TD	비씨비지	상설	10.4	30,010,000	40,408,000	41,352,000	50,116,000	160,628	50,449,000	161,696	38,459,000	123,266	44,849,000	25,180,000	38,239,000	48,121,000	55,795,000	43,552,200	30,172,000	36,596,000	43,982,000	6.36%	43,603,000	-13.00%	60,281,000
불광점	여성의류(특정)NC	여성커리어	아르테	데이터 부재	9.6			5,647,400	14,004,500	48,627	11,624,400	40,363	10,197,900	35,409	16,407,400	7,257,900	7,955,000	17,419,100	22,674,500	14,830,200	16,634,200	11,384,300	15,605,100	176.32%	14,476,900	3.37%	16,287,300
불광점	여성의류(특정)NC	여성TD	기비/키이스	상설	10.4	23,933,600	28,247,750	30,838,400	36,752,800	117,797	24,952,900	79,977	20,337,400	65,184	22,317,500	14,569,400	22,171,210	46,368,780	49,395,220	21,300,170	38,741,120	15,884,022	18,852,270	-38.87%	36,435,968	-0.86%	25,115,090
불광점	여성의류(특정)NC	여성커리어	더아이잗	정상	11.5	20,201,370	15,067,210	28,801,040	29,372,220	85,137	34,254,350	99,288	28,031,160	81,250	20,606,730	13,356,060	25,059,730	31,085,890	30,148,410	33,687,290	39,132,790	28,658,200	40,025,510	38.97%	32,045,250	9.10%	44,247,340
불광점	여성의류(특정)NC	여성커리어	케이엘	정상	11.9	25,009,310	22,234,700	35,230,100	32,186,500	90,158	29,036,650	81,335	22,926,650	64,220	21,024,150	18,312,150	22,553,050	29,333,600	41,286,300	25,651,200	36,397,350	28,807,050	35,143,600	-0.25%	32,433,600	0.77%	30,126,600
불광점	여성의류(특정)NC	여성커리어	보니스팍스	정상	11.1	16,250,600	22,133,200	42,271,000	30,757,700	92,365	31,120,400	93,455	25,329,200	76,064	26,252,000	32,386,200	25,006,000	39,008,300	27,849,800	20,408,200	20,096,600	23,296,000	28,876,400	-31.69%	35,046,000	13.94%	34,143,600
불광점	스포츠(특정)NC	스포츠	아디다스(ADIDAS)	정상	22.0	31,310,400	39,983,700	53,348,000	53,855,000	81,598	51,721,700	78,366	41,279,210	62,544	42,010,140	36,889,800	48,065,500	61,715,400	48,362,200	38,478,700	29,335,380	39,183,100	56,347,250	5.62%	53,475,550	-0.70%	57,121,670
불광점	스포츠(특정)NC	스포츠	푸마(PUMA)	정상	16.9	11,287,680	7,762,462	12,069,920	27,656,800	54,550	36,662,300	72,312	33,832,240	66,730	30,772,840	25,526,280	31,255,280	53,358,610	50,182,940	33,294,206	27,249,100	7,087,530	25,346,180	109.99%	48,676,540	76.00%	52,268,840
불광점	스포츠(특정)NC	스포츠	프로스펙스	정상	19.8	21,180,100	24,724,000	37,408,500	33,916,500	57,098	39,574,000	66,623	39,392,400	66,317	25,714,100	17,247,400	21,456,200	22,222,100	33,803,000	27,361,900	17,538,700	9,471,600	10,240,000	-72.63%	14,935,910	-55.96%	18,095,093
불광점	스포츠(특정)NC	아웃도어	콜핑(KOLPING)	정상	12.0	42,064,800	16,610,000	45,458,000	36,568,000	101,578	30,322,500	84,229	23,988,000	66,633	24,611,000	14,671,000	27,175,000	51,508,000	65,114,000	42,010,000	36,408,000	24,747,000	57,804,800	27.16%	49,021,080	34.05%	50,013,000
불광점	스포츠(특정)NC	스포츠	뉴발란스	정상	56.4	92,037,360	97,915,270	128,439,060	127,816,210	75,541	130,814,790	77,314	120,592,710	71,272	102,902,700	98,865,930	109,369,830	175,183,710	201,301,550	169,098,740	113,447,090	111,814,960	143,944,740	12.07%	179,219,050	40.22%	148,666,580
불광점	스포츠(특정)NC	아웃도어	컬럼비아	정상	16.1	32,727,000	25,166,740	14,589,100	13,039,400	26,997	26,994,765	55,890	24,233,100	50,172	17,946,300	12,114,700	13,788,700	31,979,340	49,329,201	49,450,200	40,259,000	21,343,700	19,795,500	35.69%	23,880,100	83.14%	29,739,400
불광점	스포츠(특정)NC	아웃도어	노스페이스(THENORTHFACE)	데이터 부재	63.4	115,926,810	85,487,290	98,801,080	96,774,300	50,880	115,124,140	60,528	82,927,020	43,600	66,679,220	57,478,720	82,667,980	150,864,560	274,080,570	219,996,230	155,856,570	93,226,240	95,171,040	-3.67%	103,169,350	6.61%	105,605,980
불광점	스포츠(특정)NC	스포츠	크록스(CROCS)	데이터 부재	14.2				2,027,670	4,760	37,263,550	87,473	32,840,900	77,091	36,244,500	21,675,200	10,539,000	12,078,200	11,329,100	11,534,100	6,530,600	7,757,530	15,254,940	-	36,741,100	1711.99%	39,975,120
불광점	스포츠(특정)NC	스포츠	언더아머	정상	16.6	22,057,200	17,260,900	23,502,100	25,446,300	51,097	27,896,010	56,016	31,685,400	63,625	28,720,700	20,689,890	21,548,600	32,135,350	26,984,350	20,582,700	11,234,400	12,952,400	21,190,250	-9.84%	22,212,050	-12.71%	28,399,300
불광점	스포츠(특정)NC	골프	디즈니골프	정상	10.1			25,334,200	6,458,400	21,315		0		0	15,217,000	14,113,600	15,187,200	29,153,600	23,001,200	15,079,800	12,072,200	10,123,000		-100.00%		-100.00%	28,584,800
불광점	스포츠(특정)NC	골프	제이디엑스(JDX)	정상	12.9			28,217,840	483,800	1,250		0		0	14,887,960	15,197,120	14,271,180	30,220,840	30,735,460	26,730,800	18,305,140	21,175,700		-100.00%		-100.00%	32,085,600
불광점	스포츠(특정)NC	골프	팬텀	정상	11.9			41,344,770	14,295,800	40,044		0		0	22,119,760	16,039,120	22,302,720	43,485,480	40,271,470	31,308,460	21,002,320	19,375,210		-100.00%		-100.00%	48,150,930
