지점	카테고리	조닝	브랜드	매장유형	평수	25년 1월 매출	25년 2월 매출	25년 3월 매출	25년 4월 매출	평매출	25년 5월 매출	평매출	25년 6월 매출	평매출	25년 7월 매출	25년 8월 매출	25년 9월 매출	25년 10월 매출	25년 11월 매출	25년 12월 매출	26년 1월 매출	26년 2월 매출	26년 3월 매출	3월 성장률	26년 4월 매출	4월 성장률	26년 5월 매출
창원점	아동의류(특정매입)	스포츠키즈	뉴발란스키즈	정상	13.7	49,930,200	48,178,800	85,690,100	68,647,400	167,025	64,220,330	156,254	44,316,190	107,825	30,839,120	24,233,450	53,356,260	70,145,390	64,234,465	53,796,900	34,045,280	62,964,030	78,103,660	-8.85%	63,659,970	-7.27%	73,862,150
창원점	아동의류(특정매입)	스포츠키즈	블랙야크키즈	데이터 부재	#N/A					-		-		-										-	26,681,600	-	-364,400
창원점	아동의류(특정매입)	유아	앙팡스(압소바)	정상	16.1	21,317,300	11,662,100	30,099,100	25,033,900	51,830	33,298,800	68,942	19,737,300	40,864	17,254,300	17,413,600	45,582,300	34,864,100	29,628,700	24,872,800	17,544,300	23,304,700	25,218,500	-16.22%	24,927,860	-0.42%	36,059,670
창원점	아동의류(특정매입)	주니어	폴햄키즈	정상	10.2	17,317,550	20,477,800	52,033,300	33,078,850	108,101	40,392,300	132,001	17,977,250	58,749	14,238,200	8,267,000	36,183,460	46,661,840	49,401,390	29,201,390	13,018,870	24,026,940	39,903,760	-23.31%	32,911,750	-0.51%	31,133,600
창원점	아동의류(특정매입)	주니어	탑텐키즈	정상	22.2	25,123,340	26,632,360	57,707,940	28,934,184	43,445	48,547,330	72,894	23,032,800	34,584	14,584,834	14,309,370	27,620,170	74,530,400	94,645,150	35,845,700	18,127,200	18,062,910	38,708,940	-32.92%	43,086,200	48.91%	41,983,900
창원점	아동의류(특정매입)	스포츠키즈	NBA키즈	복합	7.7	20,092,000	20,974,700	41,004,400	21,130,700	91,475	26,263,500	113,695	9,603,500	41,574	5,750,300	8,647,700	24,003,700	46,015,500	37,591,530	31,675,750	18,082,900	20,705,560	44,251,200	7.92%	27,729,080	31.23%	31,083,670
창원점	아동의류(특정매입)	주니어	스파오키즈	정상	25.2			24,562,208	44,851,100	59,327	56,781,200	75,107	22,853,900	30,230	17,713,200	14,205,700	36,272,700	72,915,900	54,371,200	40,303,700	19,295,100	39,924,400	50,199,200	104.38%	35,547,500	-20.74%	45,194,700
창원점	아동의류(특정매입)	유아	모이몰른	정상	11.0	29,542,900	24,127,250	44,572,900	37,360,700	113,214	48,139,438	145,877	21,320,510	64,608	22,223,020	19,531,710	58,397,195	52,401,190	42,770,390	35,311,290	23,607,200	34,799,490	42,869,340	-3.82%	48,176,180	28.95%	49,489,100
창원점	아동의류(특정매입)	주니어	행텐틴즈	정상	10.2	26,436,340	26,036,030	63,592,710	58,444,840	190,996	64,960,115	212,288	32,328,130	105,647	21,823,895	17,113,580	47,793,830	80,951,830	78,559,290	50,241,700	21,292,700	36,630,500	62,717,260	-1.38%	71,482,760	22.31%	66,125,700
창원점	여성의류(특정)NC	마담	올리비아로렌	상설	12.1	19,187,020	20,792,400	30,984,340	32,170,900	88,625	37,934,580	104,503	23,616,080	65,058	18,018,430	11,406,290	22,478,220	42,088,760	48,779,480	39,275,440	35,675,340	24,836,880	39,919,280	28.84%	31,452,930	-2.23%	33,116,740
창원점	여성의류(특정)NC	여성커리어	더레노마	정상	14.2	3,257,700	3,584,900	5,889,700	15,018,500	35,255	14,229,300	33,402	9,833,200	23,083	9,362,200	6,736,300	10,869,800	19,321,700	16,736,500	12,385,400	10,754,300	7,522,700	13,931,400	136.54%	13,574,500	-9.61%	15,556,900
창원점	스포츠(특정)NC	스포츠	나이키(NIKE)	데이터 부재	#N/A					-	17,726,440	-		-	15,171,880		8,887,040							-	7,006,380	-	
창원점	스포츠(특정)NC	스포츠	아디다스(ADIDAS)	정상	40.4	47,764,600	38,635,400	92,841,360	86,630,200	71,564	186,506,900	154,071	69,080,050	57,066	72,483,300	71,097,300	94,067,150	151,004,600	134,743,400	89,550,100	81,929,710	103,863,860	144,718,520	55.88%	164,447,350	89.83%	227,082,800
창원점	스포츠(특정)NC	아웃도어	웨스트우드	정상	17.5	15,573,600	12,186,000	22,889,000	24,299,300	46,284	20,682,400	39,395	17,807,860	33,920	15,331,920	9,999,600	13,929,700	30,452,000	35,099,700	22,288,760	16,480,270	11,773,000	23,938,700	4.59%	34,797,820	43.21%	28,393,200
창원점	스포츠(특정)NC	스포츠	푸마(PUMA)	데이터 부재	18.6	9,131,900	6,485,100	11,692,500	9,751,400	17,480	16,167,100	28,980	10,358,900	18,569	9,471,370	5,101,300								-100.00%		-100.00%	
창원점	스포츠(특정)NC	스포츠	프로스펙스	데이터 부재	13.6	31,199,000	25,487,600	45,360,600	46,118,200	112,840	51,390,400	125,740	31,617,160	77,360	28,531,080	13,905,700								-100.00%		-100.00%	
창원점	스포츠(특정)NC	아웃도어	콜핑(KOLPING)	정상	11.0	13,013,000	12,309,000	13,204,600	22,957,000	69,567	32,851,000	99,548	15,842,000	48,006	12,359,000	6,349,000	8,686,000	21,734,000	27,003,000	18,676,000	13,360,000	7,148,000	13,568,000	2.75%	20,828,000	-9.27%	27,179,000
창원점	스포츠(특정)NC	스포츠	뉴발란스	상설	38.9	70,690,500	57,759,680	91,735,970	48,653,780	41,639	106,401,150	91,061	49,476,150	42,343	59,100,400	37,522,150	53,105,010	109,497,360	169,393,400	102,486,940	83,712,540	74,711,500	87,919,590	-4.16%	72,955,010	49.95%	74,347,060
창원점	스포츠(특정)NC	스포츠	크록스(CROCS)	복합	#N/A	18,604,260	12,286,950	35,848,860	47,123,110	-	52,417,120	-	50,235,680	-	41,208,840	24,690,160	14,327,650	19,294,200	22,896,310	16,168,430	10,575,900	12,172,280	36,835,350	2.75%	60,141,430	27.63%	80,446,980
창원점	스포츠(특정)NC	골프	디즈니골프	정상	10.9			30,393,490	24,339,900	74,434	0	0		0	20,735,370	12,237,640	19,396,800	34,520,390	45,494,170	23,958,170	21,909,170	19,370,940		-100.00%		-100.00%	35,721,190
창원점	스포츠(특정)NC	골프	제이디엑스(JDX)	정상	11.0			19,009,140	15,023,600	45,526	0	0		0	20,096,360	14,374,900	11,605,800	22,512,700	28,468,500	18,800,540	15,592,800	9,399,900		-100.00%		-100.00%	23,003,270
창원점	스포츠(특정)NC	골프	팬텀	정상	10.9			33,857,076	36,114,569	110,442	0	0		0	26,102,710	15,712,250	23,099,823	40,284,080	42,128,560	26,609,180	20,606,190	18,033,420		-100.00%		-100.00%	44,372,056
창원점	스포츠(특정)NC	스포츠	휠라(FILA)	복합	24.1	34,724,100	28,597,400	45,789,100	38,995,900	53,907	49,313,700	68,170	36,218,500	50,068	25,185,700	17,904,080		26,267,700	44,281,400	41,784,200	26,955,900	33,489,600	44,853,000	-2.04%	40,769,800	4.55%	51,411,400
창원점	스포츠(특정)NC	스포츠	스케쳐스	정상	27.2	23,999,500	24,566,200	37,171,800	26,851,900	32,919	46,876,000	57,467	30,811,900	37,773	29,240,300	21,371,600	30,627,600	40,589,700	41,591,500	31,944,282	30,482,900	40,660,600	50,267,300	35.23%	42,184,200	57.10%	67,309,300
창원점	스포츠(특정)NC	애슬레져	제인코트&티막	정상	6.5	8,702,500	7,292,000	15,494,400	14,168,500	72,938	21,531,750	110,844	21,114,200	108,694	39,506,300	19,366,000	8,069,830	8,422,100	10,228,000	6,721,500	6,184,000	6,569,800	11,896,000	-23.22%	21,814,500	53.96%	39,520,900
창원점	스포츠(특정)NC	아웃도어	트렉스타	정상	14.0	22,590,700	19,495,300	29,445,700	13,608,388	32,401	19,931,700	47,456	18,227,000	43,398	17,842,500	13,659,900	15,370,800	16,888,300	17,171,000	20,045,800	25,253,300	25,214,100	25,235,400	-14.30%	21,761,200	59.91%	29,756,580
창원점	스포츠(특정)NC	아웃도어	디스커버리	데이터 부재	#N/A	20,392,400		42,281,300	0	-	42,259,600	-	17,257,100	-			12,346,800	34,029,480	42,189,900				54,524,100	28.96%		-	68,319,000
부천점	캐쥬얼(특정매입)	진	리바이스	복합	16.8	9,600,150	8,130,950	13,388,000	14,912,450	29,577	16,436,300	32,600	8,997,450	17,846	6,583,100	6,329,500		32,783,300	24,129,300	15,476,400	12,805,100	17,725,200	23,649,050	76.64%	32,127,150	115.44%	32,731,700
부천점	캐쥬얼(특정매입)	이지	후아유	정상	34.2	42,970,450	43,460,270	65,763,940	57,890,100	56,423	61,021,730	59,475	34,314,180	33,445	38,279,850	32,102,120	45,620,590	128,051,110	83,160,390	63,656,760	28,502,640	47,564,340	53,679,720	-18.38%	46,371,420	-19.90%	53,797,840
부천점	캐쥬얼(특정매입)	이지	폴햄	정상	44.8	98,341,300	76,549,850	99,593,800	173,319,550	128,986	140,609,350	104,643	140,348,718	104,449	84,996,100	69,310,650	61,010,800	137,960,200	162,335,150	95,590,158	75,182,550	73,147,400	88,192,150	-11.45%	139,532,050	-19.49%	118,732,550
부천점	캐쥬얼(특정매입)	이지	지오다노	데이터 부재	74.0	46,613,820	31,083,090	58,794,210	52,310,000	23,559	56,867,520	25,612	61,811,960	27,839	57,970,600	43,734,420								-100.00%		-100.00%	
부천점	캐쥬얼(특정매입)	이지	마인드브릿지	정상	32.4	53,075,820	39,889,480	62,377,450	56,601,160	58,163	63,294,370	65,040	52,057,000	53,493	48,804,780	35,560,330	54,568,340	97,632,720	89,581,840	77,289,070	56,190,490	54,497,390	68,383,400	9.63%	73,966,280	30.68%	82,869,020
부천점	캐쥬얼(특정매입)	이지	프로젝트M	정상	26.2	72,015,850	54,834,050	85,858,900	84,415,550	107,237	108,834,200	138,257	72,110,300	91,605	70,362,800	53,310,710	62,516,480	109,149,810	89,093,530	63,091,740	47,201,500	51,495,600	65,690,850	-23.49%	89,224,800	5.70%	110,373,400
부천점	캐쥬얼(특정매입)	스트릿	멤버헐리데이	복합	14.1	28,734,830	20,046,500	39,593,730	35,022,680	82,928	45,555,220	107,868	39,139,170	92,676	35,205,570	26,282,160	35,066,750	72,285,040	60,749,620	44,208,730	40,204,660	40,517,680	43,941,340	10.98%	51,121,210	45.97%	55,576,624
부천점	캐쥬얼(특정매입)	스트릿	JEEP	상설	16.1	20,630,310	13,607,015	40,209,635	26,304,155	54,514	21,554,790	44,671	10,376,950	21,506	12,441,090	7,404,750	22,430,485	65,883,500	49,019,255	30,022,620	23,410,800	20,008,330	26,159,620	-34.94%	23,058,680	-12.34%	27,231,510
부천점	캐쥬얼(특정매입)	스트릿	NBA	상설	17.8	33,175,100	30,228,510	46,664,100	39,745,000	74,443	37,900,100	70,987	40,532,800	75,918	38,195,100	27,791,680	27,744,300	58,405,250	50,607,820	44,309,960	34,502,600	30,873,500	35,663,400	-23.57%	36,145,150	-9.06%	39,538,660
부천점	캐쥬얼(특정매입)	스트릿	더블에이트	복합	12.2	35,069,800	33,498,200	41,512,400	34,594,900	94,522	46,336,200	126,602	36,245,100	99,030	31,313,000	20,359,600	18,279,800	56,363,080	35,925,200	30,086,700	26,698,400	32,135,200	30,759,100	-25.90%	33,857,700	-2.13%	44,548,300
부천점	캐쥬얼(특정매입)	진	게스(GUESS)(진)	상설	24.9	69,241,200	75,107,900	105,725,600	119,788,400	160,359	163,726,500	219,179	128,805,900	172,431	112,179,400	88,095,100	98,421,100	205,375,900	186,655,800	131,990,500	93,930,900	96,400,100	112,130,500	6.06%	156,422,600	30.58%	141,039,300
부천점	캐쥬얼(특정매입)	진	버커루	복합	11.9	21,317,800	15,370,300	21,398,130	23,268,800	64,907	26,745,400	74,605	22,153,900	61,797	24,671,200	16,043,640	21,467,060	44,180,400	37,198,800	26,487,800	21,117,500	21,047,800	33,569,900	56.88%	43,236,500	85.81%	44,071,300
부천점	캐쥬얼(특정매입)	스트릿	그루브라임플레이	복합	15.8	26,291,100	20,481,200	35,934,000	35,073,850	74,123	47,843,860	101,111	30,995,050	65,503	37,535,800	23,301,300	17,145,600	35,244,650	37,870,300	29,893,000	22,481,300	24,088,800	29,575,500	-17.69%	34,231,000	-2.40%	35,905,800
부천점	캐쥬얼(특정매입)	이지	위라이크	복합	14.5	53,152,900	48,419,900	68,919,200	53,298,100	122,524	68,320,600	157,059	53,348,800	122,641	51,018,600	39,879,100	46,100,800	70,031,700	49,995,800	46,377,000	45,814,200	50,748,200	43,163,560	-37.37%	48,476,000	-9.05%	63,417,600
부천점	캐쥬얼(특정매입)	스트릿	알래스카	정상	10.8	13,327,000	14,103,230	17,196,940	20,819,860	64,259	24,566,430	75,822	26,561,030	81,978	20,286,300	16,684,430	17,130,550	34,284,260	35,760,430	37,646,800	24,562,440	16,314,190	16,671,370	-3.06%	29,332,700	40.89%	23,430,900
부천점	잡화(특정매입)	제화	무크(MOOK)	상설	12.4	9,979,200	7,933,410	17,929,060	20,333,210	54,678	23,851,480	64,139	23,604,715	63,475	29,528,960	24,578,150	23,348,890	26,648,760	21,722,640	17,475,160	14,263,280	11,590,960	22,802,600	27.18%	22,643,080	11.36%	24,078,120
부천점	잡화(특정매입)	제화	미소페(MISOPE)	정상	12.6	20,024,680	19,080,640	24,423,120	26,028,200	68,858	25,640,400	67,832	26,870,100	71,085	19,270,000	24,696,800	18,133,600	43,843,600	40,995,100	34,414,800	24,153,380	25,463,560	29,338,400	20.13%	24,479,900	-5.95%	40,466,000
부천점	잡화(특정매입)	제화	에스콰이아(ESQUIRE)	정상	14.9	24,847,580	22,931,200	29,655,900	25,752,780	57,423	37,748,200	84,169	48,427,640	107,982	25,373,500	29,089,880	25,441,680	35,049,400	41,621,400	34,635,700	19,764,260	21,543,990	31,697,320	6.88%	28,835,460	11.97%	36,284,420
부천점	잡화(특정매입)	제화	엘칸토(ELCANTO )	정상	13.9	23,248,700	32,332,400	32,220,900	30,924,500	74,159	22,688,500	54,409	24,135,300	57,878	31,922,500	24,055,500	29,338,600	33,816,600	29,546,900	25,990,800	28,206,200	21,684,400	37,766,900	17.21%	54,054,900	74.80%	31,217,000
부천점	잡화(특정매입)	핸드백/피혁	키플링(KIPLING)	상설	7.9	24,087,800	22,683,200	37,312,400	42,758,500	180,416	34,751,400	146,630	36,314,000	153,224	30,514,000	28,048,800	31,025,400	26,760,600	25,760,000	20,475,800	22,017,100	22,019,600	31,738,200	-14.94%	36,431,600	-14.80%	37,053,400
부천점	잡화(특정매입)	제화	허쉬파피(HUSHPUPPIES)	정상	7.6	33,461,280	27,818,880	38,942,480	37,226,940	163,731	42,638,430	187,532	56,176,200	247,074	59,592,320	41,722,310	40,526,700	51,495,860	57,261,160	62,141,310	43,274,530	36,626,080	55,033,740	41.32%	59,064,170	58.66%	69,993,210
부천점	잡화(특정매입)	핸드백/피혁	닥스(핸드백)	상설	17.1		19,192,020		19,162,360	37,354	17,398,760	33,916		0			10,504,620	14,867,660	26,990,140	40,901,520	36,686,100	28,160,840	43,659,220	-	37,796,860	97.25%	44,279,320
부천점	잡화(특정매입)	핸드백/피혁	엘레강스(핸드백)	복합	7.9	14,181,600	14,727,900	21,562,300	18,094,300	76,347	15,471,300	65,280	14,224,600	60,019	17,017,600	21,401,100	18,243,800	18,093,500	10,174,000	11,030,800	10,985,400	11,151,080	11,934,400	-44.65%	13,746,600	-24.03%	12,803,200
부천점	잡화(특정매입)	핸드백/피혁	피에르가르뎅(핸드백)	복합	7.9	19,623,700	20,708,900	24,017,700	25,368,500	107,040	25,948,600	109,488	23,408,250	98,769	20,009,000	24,050,300	20,569,650	25,872,700	16,357,200	15,342,000	13,178,600	14,135,880	17,492,150	-27.17%	17,239,250	-32.04%	17,314,700
부천점	잡화(특정매입)	핸드백/피혁	아메리칸투어리스트	정상	7.9	27,394,100	18,807,000	26,714,000	23,559,200	99,406	22,252,300	93,892	20,602,900	86,932	23,439,800	24,756,000	31,619,300	43,903,900	39,431,300	25,181,500	27,959,900	20,542,800	27,669,400	3.58%	25,446,100	8.01%	30,586,500
부천점	잡화(특정매입)	제화	소다	정상	11.8	28,436,600	26,708,000	35,934,000	39,607,200	111,885	38,125,500	107,699	37,313,800	105,406	29,003,400	25,720,000	35,177,800	42,112,600	42,630,800	44,475,808	32,280,900	27,790,200	37,012,000	3.00%	39,898,000	0.73%	39,486,200
부천점	잡화(특정매입)	제화	미셸BY탠디	정상	27.5	42,475,000	38,107,000	61,535,000	53,555,400	64,916	70,033,000	84,888	65,833,400	79,798	48,131,000	41,267,000	49,065,200	59,625,000	59,014,400	56,177,000	42,789,000	39,615,400	53,326,600	-13.34%	60,524,000	13.01%	61,895,600
부천점	잡화(특정매입)	제화	제옥스(제화)	데이터 부재	#N/A				922,000	-	7,587,650	-	9,640,200	-	-218,000			-17,900						-		-100.00%	
부천점	영캐쥬얼(특정)2001	베이직	로엠(ROEM)	정상	41.0	39,163,670	36,628,210	66,005,450	68,515,700	55,704	103,986,190	84,542	82,569,170	67,129	93,395,920	101,409,240	89,056,730	136,697,030	138,948,818	125,859,990	112,284,170	142,526,270	142,568,750	116.00%	114,540,780	67.17%	110,235,740
부천점	영캐쥬얼(특정)2001	베이직	에이비에프지(ABFZ)	데이터 부재	10.3					0		0		0						16,535,699	15,650,900	17,075,300	22,369,500	-	17,542,700	-	24,225,600
부천점	영캐쥬얼(특정)2001	캐릭터	온앤온(ON n ON)	정상	16.7	14,543,300	14,038,600	16,678,900	17,351,290	34,633	13,500,970	26,948	8,721,840	17,409	5,645,100	4,679,880	10,079,400	16,569,300	23,240,420	20,164,320	19,777,540	19,722,250	21,232,440	27.30%	10,626,080	-38.76%	13,059,120
부천점	영캐쥬얼(특정)2001	베이직	클라비스(CLOVIS)	정상	15.0	58,863,147	76,954,813	106,780,440	78,828,260	175,174	92,709,150	206,020	74,720,960	166,047	89,518,050	70,127,850	71,050,000	89,049,580	104,045,480	78,360,230	63,790,000	88,088,500	103,780,210	-2.81%	87,013,130	10.38%	79,120,950
부천점	영캐쥬얼(특정)2001	베이직	미쏘	정상	120.7	113,180,365	107,331,915	111,413,260	89,729,180	24,780	115,509,280	31,900	157,837,750	43,590	136,610,900	106,274,560	98,124,544	134,489,310	116,256,490	129,369,863	110,002,290	138,441,630	130,934,450	17.52%	117,331,038	30.76%	138,788,770
부천점	영캐쥬얼(특정)2001	베이직	리스트	정상	14.3	54,237,800	55,611,200	51,296,000	50,497,500	118,059	56,216,400	131,429	43,484,800	101,664	30,453,000	33,150,650	31,842,600	32,716,200	61,820,800	58,692,100	41,944,200	38,520,270	52,024,000	1.42%	43,555,300	-13.75%	48,040,700
부천점	영캐쥬얼(특정)2001	스트릿	베네통(영캐주얼)	상설	26.0	28,669,060	32,430,300	43,179,560	43,359,470	55,589	41,681,580	53,438	27,285,308	34,981	34,467,316	26,307,608	30,260,860	38,073,420	34,328,520	34,053,700	36,675,900	26,014,100	50,036,960	15.88%	41,361,100	-4.61%	35,694,768
부천점	영캐쥬얼(특정)2001	베이직	비지트인뉴욕	정상	10.7	32,845,370	40,076,718	32,714,920	19,254,500	59,983	22,808,480	71,054	21,445,396	66,808	21,295,850	13,634,200	15,024,880	38,303,780	33,675,360	40,843,530	24,792,000	19,183,080	24,506,100	-25.09%	17,650,200	-8.33%	20,752,370
부천점	영캐쥬얼(특정)2001	캐릭터	숲(SOUP)	데이터 부재	14.5	35,176,100	48,049,500	48,609,700	39,455,700	91,016	42,763,300	98,645	33,281,800	76,774	31,650,000	31,396,000	21,501,000	22,444,000						-100.00%		-100.00%	
부천점	영캐쥬얼(특정)2001	베이직	씨(SI)	정상	12.2	20,028,140	22,983,010	25,108,500	25,639,130	70,052	20,068,630	54,832	29,421,760	80,387	16,392,530	18,119,700	13,032,500	30,015,600	43,862,050	31,973,958	18,151,000	19,691,560	30,185,000	20.22%	27,452,530	7.07%	23,594,250
부천점	영캐쥬얼(특정)2001	스트릿	오픈클로젯	데이터 부재	16.1					0		0		0				1,166,100	27,547,400	22,169,160	17,201,750	20,149,690	24,718,670	-	30,948,260	-	35,095,900
부천점	영캐쥬얼(특정)2001	스트릿	헤이린뉴욕	복합	10.7	38,680,500	22,786,100	41,370,200	23,609,060	73,442	35,787,200	111,325	35,423,900	110,195	41,671,760	49,145,590	40,149,700	39,086,300	37,121,200	26,629,500	24,868,800	21,012,500	33,771,200	-18.37%	34,353,900	45.51%	31,792,900
부천점	영캐쥬얼(특정)2001	캐릭터	틸버리	상설	14.4	16,254,400	17,314,200	31,215,000	27,004,000	62,389	29,690,100	68,595	28,759,800	66,446	24,454,700	24,279,340	26,707,058	38,022,190	31,958,100	23,038,708	21,001,600	18,077,900	28,887,040	-7.46%	21,640,900	-19.86%	20,176,308
부천점	영캐쥬얼(특정)2001	스트릿	에잇컨셉	정상	10.0	27,822,130	20,770,180	37,448,700	34,366,590	115,074	38,560,780	129,118	30,175,410	101,040	42,192,830	28,493,160	20,833,610	34,210,850	29,874,450	42,540,920	26,160,000	25,566,730	37,744,360	0.79%	61,636,100	79.35%	49,450,270
부천점	영캐쥬얼(특정)2001	스트릿	반에이크	데이터 부재	9.1	13,296,600	7,569,560	23,267,600	13,565,400	49,901	21,030,300	77,360	22,285,600	81,978	16,432,940	14,940,480	11,558,900	12,539,200						-100.00%		-100.00%	
부천점	영캐쥬얼(특정)2001	스트릿	리안뉴욕	데이터 부재	10.3					0		0		0						17,036,120	14,020,560	10,530,160	17,015,720	-	18,413,960	-	14,261,200
부천점	영캐쥬얼(특정)2001	캐릭터	JJ지고트	정상	23.0	27,962,410	24,142,270	31,901,370	22,754,620	32,978	30,185,930	43,748	30,629,110	44,390	23,620,960	16,071,620	26,507,730	41,524,450	41,089,120	43,025,320	31,110,620	21,466,950	34,461,460	8.03%	30,083,250	32.21%	35,213,440
부천점	영캐쥬얼(특정)2001	캐릭터	라인	데이터 부재	15.5					0		0		0						16,361,500	20,007,350	20,009,710	25,036,020	-	20,002,120	-	16,156,310
부천점	영캐쥬얼(특정)2001	캐릭터	케네스레이디	정상	16.1	40,373,620	27,905,350	22,601,900	28,117,950	58,215	36,796,750	76,184	26,695,750	55,271	18,612,200	21,987,490	25,657,070	40,408,970	53,645,700	50,075,240	38,140,230	29,379,290	38,087,020	68.51%	45,098,100	60.39%	48,268,690
부천점	영캐쥬얼(특정)2001	캐릭터	샤틴	정상	12.0	17,080,600	19,039,264	17,184,300	20,848,420	57,912	19,326,240	53,684	20,164,600	56,013	17,015,500	22,325,040	19,550,920	17,801,060	20,134,220	24,084,080	9,900,008	8,296,320	11,566,960	-32.69%	13,979,060	-32.95%	16,049,860
부천점	영캐쥬얼(특정)2001	캐릭터	잇미샤	데이터 부재	#N/A			4,024,900		-		-		-										-100.00%		-	
부천점	남성의류(특정매입)	신사캐쥬얼	인디안(INDIAN)	복합	12.9	123,446,000	53,160,000	72,782,000	74,962,500	193,702	64,245,100	166,008	91,017,600	235,188	93,329,100	48,532,500	37,341,000	88,185,000	147,740,400	151,936,600	90,741,600	62,719,070	91,996,800	26.40%	101,319,500	35.16%	72,316,900
부천점	남성의류(특정매입)	신사캐쥬얼	크로커다일(CROCODILE)	상설	11.5	60,240,500	42,138,460	61,691,640	65,509,800	189,883	70,555,000	204,507	49,064,400	142,216	43,827,400	28,872,600	38,062,000	62,198,800	60,472,000	45,503,700	45,932,000	33,945,400	61,416,500	-0.45%	74,645,700	13.95%	57,729,000
부천점	남성의류(특정매입)	신사정장	파크랜드(PARKLAND)	정상	14.4	29,112,500	18,930,700	32,679,600	27,823,600	64,406	27,791,900	64,333	24,414,500	56,515	18,614,600	17,274,900	28,230,800	22,273,600	35,854,460	23,545,300	26,931,000	21,415,600	31,603,200	-3.29%	32,176,600	15.64%	31,559,200
부천점	남성의류(특정매입)	신사캐쥬얼	파렌하이트	데이터 부재	13.8	35,626,120	33,250,830	37,781,500	34,859,720	84,202	43,054,940	103,997	33,702,110	81,406	21,268,070	20,671,210	30,535,505	40,005,560	51,237,010	42,116,700	37,251,120	36,002,550	39,010,481	3.25%	39,241,460	12.57%	44,269,070
부천점	남성의류(특정매입)	신사정장	브렌우드	정상	31.1	25,352,372	24,988,085	23,020,291	27,199,098	29,152	37,750,570	40,461	19,518,860	20,921	14,756,305	22,103,702	25,584,499	45,774,150	55,052,800	40,740,520	27,134,950	28,626,260	39,122,200	69.95%	38,337,150	40.95%	52,432,880
부천점	남성의류(특정매입)	신사정장	트레몰로	복합	14.8	41,272,900	26,766,700	31,909,800	16,312,100	36,739	9,339,550	21,035	7,577,300	17,066	7,881,600	6,567,800	7,673,300	15,980,300	27,116,720	26,971,000	24,951,000	19,409,500	24,334,700	-23.74%	23,618,900	44.79%	34,160,100
부천점	남성의류(특정매입)	신사정장	레노마옴므	정상	13.5	41,527,900	37,264,600	48,117,000	55,182,600	136,040	60,198,000	148,405	47,546,100	117,214	30,445,000	39,212,000	44,048,600	59,432,200	66,774,000	52,352,400	41,997,300	38,263,800	52,973,600	10.09%	44,410,000	-19.52%	61,102,800
부천점	남성의류(특정매입)	신사정장	LF종합관	데이터 부재	#N/A					-		-		-			882,500	4,859,400					14,972,600	-	8,556,920	-	
부천점	남성의류(특정매입)	신사TD	올젠	정상	12.9	28,126,540	16,320,060	51,756,100	46,287,540	119,606	38,888,880	100,488	38,642,870	99,852	32,469,320	14,522,320	24,399,400	47,524,740	51,270,940	33,034,940	25,804,380	19,614,400	32,025,160	-38.12%	28,943,330	-37.47%	30,306,120
부천점	남성의류(특정매입)	신사캐쥬얼	지오지아	정상	15.0	17,986,580	17,259,700	50,561,120	42,717,570	94,928	55,127,130	122,505	43,667,400	97,039	25,654,200	28,961,600	39,716,700	51,578,800	62,058,700	47,507,680	46,054,780	38,368,210	46,507,660	-8.02%	47,479,230	11.15%	61,392,700
부천점	남성의류(특정매입)	신사캐쥬얼	피에이티(PAT)	상설	21.1	40,626,600	30,166,800	42,605,600	40,005,600	63,200	42,710,000	67,472	50,016,500	79,015	20,923,200	30,760,700	24,583,200	40,596,200	60,971,400	31,115,600	33,804,400	29,064,000	40,830,800	-4.17%	65,026,800	62.54%	53,195,400
부천점	남성의류(특정매입)	신사캐쥬얼	바쏘옴므	정상	13.8	60,234,000	45,690,000	55,940,900	50,550,000	122,101	46,383,900	112,038	36,106,400	87,214	23,244,500	26,981,200	40,125,400	53,715,700	66,998,800	47,854,300	44,169,140	34,054,700	40,226,200	-28.09%	36,073,200	-28.64%	46,878,900
부천점	남성의류(특정매입)	신사캐쥬얼	앤드지	정상	17.7	24,329,460	21,343,940	15,454,570	18,038,400	33,971	20,403,100	38,424	14,603,990	27,503	8,352,530	9,600,020	14,065,330	17,014,720	25,433,310	20,276,370	14,896,800	15,136,540	19,930,020	28.96%	17,446,540	-3.28%	25,972,660
부천점	남성의류(특정매입)	신사캐쥬얼	에디션	정상	13.8	11,177,400	9,347,800	24,530,520	27,184,930	65,664	22,652,080	54,715	19,937,250	48,158	14,602,600	12,785,400	17,035,890	37,451,250	36,038,130	25,226,980	19,099,000	14,577,900	17,525,820	-28.56%	22,920,143	-15.69%	20,815,090
부천점	남성의류(특정매입)	골프	제이디엑스(JDX)	정상	13.0					0	37,129,200	95,203	37,227,400	95,455	25,772,600	16,525,200	21,314,400	25,260,600	33,016,500	28,035,510	21,130,400	15,858,700	43,521,470	-	47,227,600	-	55,014,316
부천점	남성의류(특정매입)	골프	팬텀	정상	13.4					0	19,616,500	48,797	14,372,220	35,752	12,554,540	10,205,380	11,802,000	25,628,100	16,920,400	6,630,700	11,063,700	7,037,300	14,763,800	-	18,051,410	-	25,292,740
부천점	남성의류(특정매입)	골프	루이까스텔	정상	13.5					0	63,283,300	156,255	52,966,800	130,782	59,346,500	46,976,400	36,812,160	94,014,460	120,530,860	86,113,870	52,071,120	42,417,820	114,370,580	-	178,608,610	-	157,893,000
